Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_25_343,VSS,Metal1,199.5400,117.2510,0.000062
FILLER_25_284,VSS,Metal1,166.0400,117.6000,0.000060
FILLER_25_282,VSS,Metal1,165.2000,117.6000,0.000060
FILLER_25_278,VSS,Metal1,162.9600,117.6000,0.000063
FILLER_25_270,VSS,Metal1,159.6530,117.1380,0.000063
FILLER_25_243,VSS,Metal1,143.0800,117.6000,0.000065
FILLER_25_241,VSS,Metal1,142.2400,117.6000,0.000065
FILLER_25_237,VSS,Metal1,140.1800,117.2510,0.000065
FILLER_25_184,VSS,Metal1,110.0400,117.6000,0.000065
FILLER_25_182,VSS,Metal1,109.2000,117.6000,0.000065
FILLER_25_156,VSS,Metal1,94.3600,117.6000,0.000064
FILLER_25_154,VSS,Metal1,93.5200,117.6000,0.000064
FILLER_25_150,VSS,Metal1,91.4600,117.2510,0.000064
FILLER_25_138,VSS,Metal1,84.5600,117.6000,0.000064
FILLER_25_122,VSS,Metal1,78.9120,117.0520,0.000064
FILLER_25_72,VSS,Metal1,47.7800,117.2510,0.000058
FILLER_25_22,VSS,Metal1,19.3200,117.6000,0.000054
FILLER_25_18,VSS,Metal1,17.5400,117.2510,0.000054
FILLER_25_2,VSS,Metal1,11.7120,117.0520,0.000054
FILLER_24_483,VSS,Metal1,277.4800,109.7600,0.000066
FILLER_24_481,VSS,Metal1,276.6400,109.7600,0.000066
FILLER_24_433,VSS,Metal1,250.9330,110.2215,0.000065
FILLER_24_423,VSS,Metal1,243.8800,109.7600,0.000065
FILLER_24_421,VSS,Metal1,243.0400,109.7600,0.000065
FILLER_24_417,VSS,Metal1,240.9800,110.1085,0.000065
FILLER_24_387,VSS,Metal1,223.7200,109.7600,0.000064
FILLER_24_383,VSS,Metal1,221.7600,109.7600,0.000062
FILLER_24_375,VSS,Metal1,218.4530,110.2215,0.000062
FILLER_24_363,VSS,Metal1,210.2800,109.7600,0.000062
FILLER_24_359,VSS,Metal1,208.5000,110.1085,0.000062
FILLER_24_351,VSS,Metal1,203.8400,109.7600,0.000059
FILLER_24_347,VSS,Metal1,201.7800,110.1085,0.000058
FILLER_24_339,VSS,Metal1,198.2930,110.2215,0.000057
FILLER_24_314,VSS,Metal1,182.8400,109.7600,0.000057
FILLER_24_310,VSS,Metal1,181.0600,110.1085,0.000057
FILLER_24_302,VSS,Metal1,177.5730,110.2215,0.000056
FILLER_24_262,VSS,Metal1,153.7200,109.7600,0.000059
FILLER_24_254,VSS,Metal1,150.6930,110.2215,0.000059
FILLER_24_247,VSS,Metal1,145.3200,109.7600,0.000059
FILLER_24_181,VSS,Metal1,108.3600,109.7600,0.000060
FILLER_24_129,VSS,Metal1,79.2400,109.7600,0.000051
FILLER_24_107,VSS,Metal1,66.9200,109.7600,0.000047
FILLER_24_75,VSS,Metal1,49.0000,109.7600,0.000044
FILLER_24_73,VSS,Metal1,48.1600,109.7600,0.000044
FILLER_24_65,VSS,Metal1,44.8530,110.2215,0.000043
FILLER_24_52,VSS,Metal1,36.1200,109.7600,0.000037
FILLER_24_48,VSS,Metal1,34.3400,110.1085,0.000037
FILLER_24_2,VSS,Metal1,8.5800,110.1085,0.000032
FILLER_23_456,VSS,Metal1,262.3600,109.7600,0.000066
FILLER_23_454,VSS,Metal1,261.5200,109.7600,0.000066
FILLER_23_441,VSS,Metal1,253.9600,109.7600,0.000066
FILLER_23_433,VSS,Metal1,250.9330,109.2980,0.000065
FILLER_23_422,VSS,Metal1,243.3200,109.7600,0.000065
FILLER_23_419,VSS,Metal1,241.6400,109.7600,0.000065
FILLER_23_417,VSS,Metal1,240.8000,109.7600,0.000065
FILLER_23_409,VSS,Metal1,237.4930,109.2980,0.000064
FILLER_23_383,VSS,Metal1,221.4800,109.7600,0.000062
FILLER_23_375,VSS,Metal1,218.4530,109.2980,0.000062
FILLER_23_346,VSS,Metal1,201.2200,109.4110,0.000058
