Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_9_12,VSS,Metal1,13.7200,54.8800,0.000113
FILLER_9_10,VSS,Metal1,12.8800,54.8800,0.000113
FILLER_9_2,VSS,Metal1,9.5730,54.4180,0.000113
FILLER_8_255,VSS,Metal1,149.8000,47.0400,0.000060
FILLER_8_244,VSS,Metal1,143.6400,47.0400,0.000060
FILLER_8_242,VSS,Metal1,142.8000,47.0400,0.000060
FILLER_8_177,VSS,Metal1,106.5800,47.3885,0.000059
FILLER_8_163,VSS,Metal1,98.5600,47.0400,0.000057
FILLER_8_155,VSS,Metal1,95.2530,47.5015,0.000057
FILLER_8_127,VSS,Metal1,78.1200,47.0400,0.000055
FILLER_8_125,VSS,Metal1,77.2800,47.0400,0.000054
FILLER_8_121,VSS,Metal1,75.2200,47.3885,0.000054
FILLER_8_111,VSS,Metal1,69.1600,47.0400,0.000052
FILLER_8_89,VSS,Metal1,56.8400,47.0400,0.000051
FILLER_8_87,VSS,Metal1,56.0000,47.0400,0.000051
FILLER_8_83,VSS,Metal1,53.9400,47.3885,0.000051
FILLER_8_65,VSS,Metal1,43.4000,47.0400,0.000048
FILLER_8_43,VSS,Metal1,32.5330,47.5015,0.000047
FILLER_8_34,VSS,Metal1,26.0400,47.0400,0.000019
FILLER_8_32,VSS,Metal1,25.2000,47.0400,0.000019
FILLER_8_22,VSS,Metal1,19.3200,47.0400,0.000019
FILLER_8_20,VSS,Metal1,18.4800,47.0400,0.000019
FILLER_8_8,VSS,Metal1,11.4800,47.0400,0.000019
FILLER_8_6,VSS,Metal1,10.6400,47.0400,0.000019
FILLER_8_2,VSS,Metal1,8.5800,47.3885,0.000019
FILLER_7_226,VSS,Metal1,133.5600,47.0400,0.000060
FILLER_7_193,VSS,Metal1,115.0800,47.0400,0.000060
FILLER_7_167,VSS,Metal1,100.9800,46.6910,0.000058
FILLER_7_159,VSS,Metal1,96.0400,47.0400,0.000057
FILLER_7_151,VSS,Metal1,93.0130,46.5780,0.000057
FILLER_7_118,VSS,Metal1,73.3600,47.0400,0.000053
FILLER_7_80,VSS,Metal1,51.8000,47.0400,0.000050
FILLER_7_78,VSS,Metal1,50.9600,47.0400,0.000050
FILLER_7_72,VSS,Metal1,47.3200,47.0400,0.000050
FILLER_7_66,VSS,Metal1,44.4200,46.6910,0.000050
FILLER_7_37,VSS,Metal1,27.7200,47.0400,0.000021
FILLER_7_35,VSS,Metal1,26.8800,47.0400,0.000020
FILLER_7_31,VSS,Metal1,24.8200,46.6910,0.000019
FILLER_7_8,VSS,Metal1,11.4800,47.0400,0.000019
FILLER_7_6,VSS,Metal1,10.6400,47.0400,0.000019
FILLER_7_2,VSS,Metal1,8.5800,46.6910,0.000019
FILLER_6_255,VSS,Metal1,149.8000,39.2000,0.000043
FILLER_6_241,VSS,Metal1,142.4200,39.5485,0.000043
FILLER_6_186,VSS,Metal1,111.1600,39.2000,0.000042
FILLER_6_174,VSS,Metal1,104.4400,39.2000,0.000042
FILLER_6_172,VSS,Metal1,103.6000,39.2000,0.000042
FILLER_6_154,VSS,Metal1,93.7000,39.5485,0.000041
FILLER_6_146,VSS,Metal1,90.2130,39.6615,0.000041
FILLER_6_131,VSS,Metal1,80.8200,39.5485,0.000041
FILLER_6_115,VSS,Metal1,71.6800,39.2000,0.000039
FILLER_6_107,VSS,Metal1,68.3730,39.6615,0.000038
FILLER_6_101,VSS,Metal1,64.0200,39.5485,0.000038
FILLER_6_93,VSS,Metal1,60.5330,39.6615,0.000038
FILLER_6_81,VSS,Metal1,52.6400,39.2000,0.000038
FILLER_6_77,VSS,Metal1,50.5800,39.5485,0.000037
FILLER_6_66,VSS,Metal1,43.9600,39.2000,0.000032
FILLER_6_62,VSS,Metal1,42.1800,39.5485,0.000032
FILLER_5_167,VSS,Metal1,100.5200,39.2000,0.000042
FILLER_5_165,VSS,Metal1,99.6800,39.2000,0.000042
FILLER_5_160,VSS,Metal1,96.6000,39.2000,0.000041
FILLER_5_158,VSS,Metal1,95.7600,39.2000,0.000041
FILLER_5_142,VSS,Metal1,90.1120,38.6520,0.000041
FILLER_5_124,VSS,Metal1,80.0320,38.6520,0.000041
FILLER_5_115,VSS,Metal1,71.4000,39.2000,0.000039
FILLER_5_72,VSS,Metal1,47.6000,39.2000,0.000032
FILLER_5_69,VSS,Metal1,45.6400,39.2000,0.000032
FILLER_5_67,VSS,Metal1,44.8000,39.2000,0.000032
FILLER_5_22,VSS,Metal1,19.6000,39.2000,0.000032
FILLER_5_4,VSS,Metal1,9.2400,39.2000,0.000032
FILLER_5_2,VSS,Metal1,8.4000,39.2000,0.000032
FILLER_4_255,VSS,Metal1,149.8000,31.3600,0.000035
FILLER_4_253,VSS,Metal1,148.9600,31.3600,0.000035
FILLER_4_227,VSS,Metal1,134.4000,31.3600,0.000034
FILLER_4_188,VSS,Metal1,112.2800,31.3600,0.000034
FILLER_4_159,VSS,Metal1,96.0400,31.3600,0.000033
FILLER_4_154,VSS,Metal1,93.2400,31.3600,0.000030
FILLER_4_129,VSS,Metal1,79.7000,31.7085,0.000029
FILLER_4_121,VSS,Metal1,76.2130,31.8215,0.000028
FILLER_4_107,VSS,Metal1,67.2000,31.3600,0.000028
FILLER_4_103,VSS,Metal1,64.9600,31.3600,0.000027
FILLER_4_87,VSS,Metal1,59.3120,31.9080,0.000027
FILLER_4_72,VSS,Metal1,47.3200,31.3600,0.000025
FILLER_4_70,VSS,Metal1,46.4800,31.3600,0.000024
FILLER_4_31,VSS,Metal1,24.8200,31.7085,0.000023
FILLER_3_181,VSS,Metal1,108.6400,31.3600,0.000034
FILLER_3_157,VSS,Metal1,94.9200,31.3600,0.000030
FILLER_3_153,VSS,Metal1,93.1400,31.0110,0.000030
FILLER_3_127,VSS,Metal1,78.4000,31.3600,0.000028
